Date,Close/Last,Volume,Open,High,Low
6/20/2019,$173.74 ,11474070,$172.51 ,$173.94 ,$171.75 
6/19/2019,$170.69 ,6323865,$169.39 ,$171.20 ,$169.21 
6/18/2019,$169.28 ,6969300,$170.65 ,$170.67 ,$167.55 
6/17/2019,$169.56 ,6410155,$169.73 ,$170.42 ,$169.03 
6/14/2019,$169.66 ,4999905,$169.77 ,$170.64 ,$168.84 
6/13/2019,$169.35 ,6901436,$172.14 ,$172.20 ,$168.72 
6/12/2019,$171.59 ,6772048,$170.38 ,$171.62 ,$169.70 
6/11/2019,$170.31 ,6083065,$171.95 ,$172.18 ,$168.42 
6/10/2019,$170.82 ,7565924,$171.84 ,$172.02 ,$170.51 
6/7/2019,$170.05 ,10529170,$168 ,$171.61 ,$167.80 
6/6/2019,$166.92 ,13738470,$165.88 ,$167.40 ,$164.94 
6/5/2019,$165.39 ,7769282,$163.50 ,$165.40 ,$162.69 
6/4/2019,$162.33 ,6684794,$160.29 ,$162.37 ,$158.65 
6/3/2019,$158.60 ,8034590,$161.54 ,$162.83 ,$156.75 
5/31/2019,$161.33 ,5079016,$160.91 ,$162.13 ,$160.56 
5/30/2019,$162.76 ,4750610,$162.80 ,$163.50 ,$161.94 
5/29/2019,$162.73 ,6456044,$163.30 ,$163.50 ,$161.48 
5/28/2019,$163.71 ,10202740,$163.40 ,$165.77 ,$163.33 
5/24/2019,$162.64 ,4105718,$162.75 ,$163.41 ,$161.72 
5/23/2019,$161.51 ,6137978,$163.50 ,$164.25 ,$160.82 
5/22/2019,$164.24 ,5416382,$163.60 ,$165.63 ,$163.45 
5/21/2019,$163.86 ,9095674,$164.58 ,$164.86 ,$163.19 
5/20/2019,$163.47 ,4747352,$163.35 ,$164.74 ,$162.33 
5/17/2019,$164.09 ,4582485,$163.29 ,$165.20 ,$163.20 
5/16/2019,$164.87 ,9745459,$163.45 ,$165.60 ,$162.86 
5/15/2019,$162.79 ,7547009,$159.32 ,$163.16 ,$159.10 
5/14/2019,$160.21 ,9756655,$158.10 ,$161.52 ,$157.94 
5/13/2019,$157.33 ,9729964,$157.19 ,$158.72 ,$156.42 
5/10/2019,$160.71 ,5192495,$158.86 ,$161.40 ,$157.27 
5/9/2019,$159.81 ,6813880,$158.86 ,$159.85 ,$157.17 
5/8/2019,$160.76 ,5445899,$159.77 ,$161.70 ,$159.52 
5/7/2019,$160.21 ,6413553,$160.95 ,$161.78 ,$158.68 
5/6/2019,$162.28 ,10442360,$158.21 ,$162.65 ,$158.20 
5/3/2019,$162.04 ,4317836,$162.30 ,$162.74 ,$161.18 
5/2/2019,$161.12 ,6054926,$162.10 ,$163.08 ,$160.43 
5/1/2019,$162.79 ,5248092,$165.54 ,$165.74 ,$162.75 
4/30/2019,$164.43 ,6427469,$164.98 ,$165.70 ,$163.92 
4/29/2019,$164.15 ,10002490,$163.21 ,$164.50 ,$163.10 
4/26/2019,$162.93 ,7523787,$161.26 ,$163.03 ,$160.40 
4/25/2019,$161.02 ,8844580,$160.52 ,$161.60 ,$158.55 
4/24/2019,$161.49 ,7341050,$161.75 ,$162.03 ,$160.65 
4/23/2019,$161.66 ,6519961,$161 ,$161.88 ,$159.87 
4/22/2019,$160.40 ,4602514,$159.20 ,$160.48 ,$159.07 
4/18/2019,$160.16 ,7852884,$160.93 ,$161.11 ,$159.00 
4/17/2019,$160.44 ,4609019,$160.87 ,$161.07 ,$160.31 
4/16/2019,$160.23 ,6021221,$161.04 ,$161.10 ,$159.55 
4/15/2019,$160.44 ,8142732,$159.83 ,$160.48 ,$159.19 
4/12/2019,$159.64 ,6744184,$158.71 ,$159.64 ,$157.86 
4/11/2019,$157.86 ,5771307,$159.11 ,$159.30 ,$157.44 
4/10/2019,$158.56 ,3917177,$157.99 ,$158.78 ,$157.52 
4/9/2019,$157.49 ,6364081,$156.56 ,$157.99 ,$156.47 
4/8/2019,$157.75 ,5604632,$157.55 ,$157.85 ,$156.32 
4/5/2019,$157.65 ,4178207,$158 ,$158.63 ,$157.23 
4/4/2019,$157.64 ,5100109,$158.53 ,$158.69 ,$156.53 
